Customer,Item,Quantity
NTT,Probe Tips,3
O C COMMUNICATIONS,DSAM,13
O C COMMUNICATIONS,Repair,108
OPENTEXT,GigaStor,2
OPERADORA CICSA,Benchtop Inspection,3
OPERADORA CICSA,HST-3000 SIMs,12
OPERADORA CICSA,HST-3000C,22
OPLINK COMMUNICATIONS,CleanBlast,7
OT TRANS,T-BERD 8000,3
PACNET,T-Berd/MTS-5800,8
PAKISTAN TELECOMMUNICATIONS,T-Berd/MTS-5800,16
PANDUIT,Repair,2
"PANHANDLE TELEPHONE COOPERATIVE, INC",RANAdvisor Product,4
"PANHANDLE TELEPHONE COOPERATIVE, INC",Support Plans,3
PCCW,FST-2000,6
PCCW,Legacy Wireline Support,2
PCCW,Repair,6
PCCW,T-BERD 8000,6
PCTEL,CellAdvisor,4
PCTEL,RANAdvisor Product,9
PCTEL,RANAdvisor Services & Support,4
PETROLEOS DE VENEZUELA,Digital Inspection & Test,5
PETROLEOS DE VENEZUELA,TB-6000A Transport Module,20
PETROLEOS DE VENEZUELA,T-BERD 8000,5
PETROLEOS DE VENEZUELA,T-Berd/MTS-5800,20
PEYTON CONSTRUCTION,SDA-5000,4
PHOENIX TRADING,Probe Tips,3
PIONEER COMMUNICATIONS,Test Productivity Pack,3
PLA INFORMATION ENGINEERING UNIVERSITY,T-Berd/MTS-5800,35
PLANT TELECOMMUNICATIONS,SDA-5500,1
POOLES CABLE SERVICES,DSAM,2
POOLES CABLE SERVICES,HCU1500,2
PORTLAND GENERAL ELECTRIC,FST-2310-OC3,4
POWER & TELEPHONE SUPPLY,Accessories,2
POWER & TELEPHONE SUPPLY,DSAM,1
POWER & TELEPHONE SUPPLY,HCU1500,1
POWER & TELEPHONE SUPPLY,HST-3000 SIMs,5
POWER & TELEPHONE SUPPLY,HST-3000C,19
POWER & TELEPHONE SUPPLY,HST-3000C-CE,2
POWER & TELEPHONE SUPPLY,Probe Tips,2
POWER & TELEPHONE SUPPLY,SMARTClass Fiber,1
POWER & TELEPHONE SUPPLY,SmartID,18
POWER & TELEPHONE SUPPLY,StrataSync,1
POWER & TELEPHONE SUPPLY,Support Plans,11
POWER & TELEPHONE SUPPLY,TB-6000A Transport Module,4
POWER & TELEPHONE SUPPLY,T-BERD 8000,4
POWER & TELEPHONE SUPPLY,T-Berd/MTS-5800,16
POWER & TELEPHONE SUPPLY,Test Devices,3
POWER & TELEPHONE SUPPLY,Ultra FED,2
POWERGRID CORPOARTION OF INDIA,SmartClass E1,8
PRAMIRA,RANAdvisor Product,4
PREWIRE SPECIALISTS,DSAM,12
PREWIRE SPECIALISTS,HCU1500,3
PREWIRE SPECIALISTS,StrataSync,3
PROCESS CELLULAR,Test Devices,3
PROJECTSPAN SERVICES,ACE,4
PROJECTSPAN SERVICES,HST-3000C,6
PROJECTSPAN SERVICES,HST-3000C-CE,6
PSI (JAPAN),Benchtop Inspection,8
PT SCG SOLUTIONS INDONESIA,DSAM,6
PT SCG SOLUTIONS INDONESIA,DSAM-6300,3
PT SCG SOLUTIONS INDONESIA,HCU1500,3
PT SCG SOLUTIONS INDONESIA,StrataSync,3
PUNCTUAL & VALUABLE SOLUTIONS S.A.DE C.V.,Accessories,8
PUNCTUAL & VALUABLE SOLUTIONS S.A.DE C.V.,Digital Inspection & Test,4
PUNCTUAL & VALUABLE SOLUTIONS S.A.DE C.V.,HST-3000 SIMs,1
PUNCTUAL & VALUABLE SOLUTIONS S.A.DE C.V.,HST-3000C,1
PUNCTUAL & VALUABLE SOLUTIONS S.A.DE C.V.,T-Berd/MTS-5800,10
PUNCTUAL & VALUABLE SOLUTIONS S.A.DE C.V.,Test Devices,4
PVP SALES,GigaStor,1
PVT,DSAM,4
PVT,HCU1500,4
QLOGIC,Repair,2
QLOGIC,XGIG - FC 16G,1
QLOGIC,XGIG - Other,1
QUADGEN WIRELESS SOLUTIONS,RANAdvisor Product,6
QUANTEX INDUSTRIES,HST-3000C-CE,6
QUEST COMMUNICATION,SDA-5000,5
Q-WIRE TECHONOLOGIES,DSAM,7
Q-WIRE TECHONOLOGIES,Education,2
RADIALL,Probe Tips,4
RADWIN,T-Berd/MTS-5800,3
RANGE TELEPHONE,HST-3000 SIMs,1
RAYTHEON,Common Product,2
RAYTHEON,Digital Inspection & Test,6
RAYTHEON,Repair,2
RAYTHEON,"Source, EDFA & BBS Modules",1
RAYTHEON,Support Plans,7
RAYTHEON,TB-6000A Transport Module,20
RAYTHEON,T-BERD 8000,6
RAYTHEON,T-Berd/MTS-5800,46
RAYTHEON,Test Devices,2
RAYTHEON,XGIG - Other,3
READY SC,Analog Inspection & Test,2
REALM,Accessories,6
REALM,Benchtop Inspection,7
REALM,CleanBlast,7
REALM,Digital Inspection & Test,4
REALM,Probe Tips,6
REALM,Repair,11
REALM,Test Devices,4
REDDY ELECTRIC,Calibrations,5
RELIABLE CABLE TV CONSTRUCTION,ACE,1
RELIANCE INDUSTRIES,Support Plans,5
RENOWN HEALTH,GigaStor,3
RENOWN HEALTH,NI - Maintenance,2
RENOWN HEALTH,NIMS,1
RENOWN HEALTH,Observer,1
RESERVATION TELEPHONE COOPERATIVE,T-Berd/MTS-5800,1
RESTOR TELECOM,Support Accessories,4
RICKLEE ENTERPRISES,DSAM,3
RINCON RESEARCH CORPORATION,Common Product,2
RINCON RESEARCH CORPORATION,Probe Tips,8
RINCON RESEARCH CORPORATION,TB-6000A Transport Module,2
ROCKWELL COLLINS,Common Product,3
ROCKWELL COLLINS,FST-2000,4
ROCKWELL COLLINS,Support Plans,4
ROCKWELL COLLINS,TB-6000A Transport Module,9
ROGERS COMMUNICATIONS,Analog Inspection & Test,4
ROGERS COMMUNICATIONS,Calibrations,9
ROGERS COMMUNICATIONS,Digital Inspection & Test,1
ROGERS COMMUNICATIONS,Ethernet Network Management Tools,9
ROGERS COMMUNICATIONS,FST-2000,7
ROGERS COMMUNICATIONS,FST-2310-OC3,7
ROGERS COMMUNICATIONS,RCATS Product,2
ROGERS COMMUNICATIONS,Repair,4
ROGERS COMMUNICATIONS,TB-6000A Transport Module,44
RONALD MORGAN,SDA-5000,8
SAGE TELECOMMUNICATIONS,MS-1200D,2
SAGE TELECOMMUNICATIONS,Repair,1
SALT RIVER PROJECT,T-Berd/MTS-5800,25
SAMSUNG,CapacityAdvisor Held,12
SAMSUNG,RANAdvisor Product,6
SAMSUNG,RANAdvisor Services & Support,3
SANDISK,Repair,2
SANMINA-SCI,CellAdvisor,2
SANMINA-SCI,T-BERD 8000,3
SANMINA-SCI,WR Common,2
SANMINA-SCI OPTICAL TECHNOLOGY (SHENZHEN),Insertion Loss and Return Loss,3
SANWA,Benchtop Inspection,3
SANWA,Probe Tips,3
SAP,GigaStor,3
SATELCOM,SDA-5500,1
SATHER CONSTRUCTION,Repair,3
SAUDI ELECTRICITY COMPANY,HST-3000C,4
SAUDI ELECTRICITY COMPANY,SmartClass E1,8
SAUDI TELECOM,HST-3000C,1
SAUDI TELECOM,T-Berd/MTS-5800,1
SAVITRI TELECOM SERVICES,Test Devices,5
SCHWARTZ ELECTRIC,Accessories,1
SCHWARTZ ELECTRIC,Probe Tips,1
SCOTT CONKLE,SDA-5000,4
SCP SYSTEMS,OTDR - FiberComplete modules,2
SCP SYSTEMS,TB/MTS-2000 Platform,6
SCP SYSTEMS,TB-6000A Transport Module,5
SCP SYSTEMS,T-BERD 8000,3
SEAGATE TECHNOLOGY,Repair,4
SEAGATE TECHNOLOGY,XGIG - Other,14
SECOR NETWORKS,GigaStor,2
SECOR NETWORKS,NI - Maintenance,2
SEDARA SECURITY,nTAPs,2
SEFNCO COMMUNICATIONS,DSAM,8
SEFNCO COMMUNICATIONS,HCU1500,4
SEFNCO COMMUNICATIONS,StrataSync,4
SEGTEL,HST-3000C,2
SEICOM,TB-6000A Transport Module,3
SEICOM,T-BERD 8000,1
SEICOM,T-Berd/MTS-5800,4
SERVICE ELECTRIC CABLE TELEVISION,DSAM Upgrades,5
SERVICE ELECTRIC CABLE TELEVISION,Repair,3
SERVICE TECH AV,Repair,3
SEVEN HILLS OPTICOMMUNICATION,T-Berd/MTS-5800,5
"SHAFFER, WILSON, SARVER & GRAY, P.C.",ONX-580,2
"SHAFFER, WILSON, SARVER & GRAY, P.C.",T-Berd/MTS-5800,12
"SHAFFER, WILSON, SARVER & GRAY, P.C.",Test Devices,2
SHAW COMMUNICATIONS,WR 2.5G Trans/Regen,7
SHAZTEC USA,SmartClass E1,4
SHI,Digital Inspection & Test,4
SHI,GigaStor,4
SHI,Misc Hardware,1
SHI,NI - Maintenance,2
SHI,ONX-580,4
SHI,ORS,1
SHI,Support Plans,4
SHI,T-Berd/MTS-5800,20
SIEMON,Repair,4
SIERRA TELEPHONE,HST-3000 SIMs,4
SIERRA TELEPHONE,HST-3000C-CE,1
SINGAPORE TECHNOLOGIES ENGINEERING,T-Berd/MTS-5800,18
SINGTEL,T-Berd/MTS-5800,6
SIRAH CONTRACTING,StrataSync,1
SKYVIEW,Digital Inspection & Test,1
SMART COMMUNICATIONS,RANAdvisor Product,10
SMARTRAK,T-Berd/MTS-5800,4
SMITHVILLE TELEPHONE,SmartClass HOME,5
SNR SYSTEMS,HST-3000C-CE,2
SOURCE PHOTONICS,CleanBlast,7
SOURCE PHOTONICS,Digital Inspection & Test,1
SOURCE PHOTONICS,Probe Tips,7
SOUTH CENTRAL RURAL TELEPHONE COMPANY,T-Berd/MTS-5800,6
SOUTHERN CALIFORNIA EDISON,FST-2000,4
SOUTHERN CALIFORNIA EDISON,Repair,4
SOUTHERN LIGHT FIBER,Digital Inspection & Test,4
SOUTHERN LIGHT FIBER,T-Berd/MTS-5800,4
SOUTHERNLINC WIRELESS,RANAdvisor Product,4
SPECIALIZED PRODUCTS,Accessories,9
SPECIALIZED PRODUCTS,Digital Inspection & Test,2
SPECIALIZED PRODUCTS,Probe Tips,8
SPECIALIZED PRODUCTS,Test Devices,4
SPIRIT AEROSYSTEMS,Digital Inspection & Test,2
SPLICECO,Repair,3
SPRINT NEXTEL,Digital Inspection & Test,4
SPRINT NEXTEL,ONX-580,3
SPRINT NEXTEL,TB-6000A Transport Module,8
SPRINT NEXTEL,T-Berd/MTS-5800,21
SPRINT NEXTEL,Test Devices,1
STARHUB,HCU1500,4
STARHUB,PathTrak,36
STARHUB,RPM-3000,7
STOCK EQUIPMENT,nTAPs,2
STOCKING CUSTOMER,Accessories,49
STOCKING CUSTOMER,Benchtop Inspection,2
STOCKING CUSTOMER,CleanBlast,4
STOCKING CUSTOMER,Digital Inspection & Test,14
STOCKING CUSTOMER,DSAM,40
STOCKING CUSTOMER,DSAM-6300,5
STOCKING CUSTOMER,HCU1500,47
STOCKING CUSTOMER,HST-3000 SIMs,6
STOCKING CUSTOMER,HST-3000C,26
STOCKING CUSTOMER,PathTrak,37
STOCKING CUSTOMER,Probe Tips,63
STOCKING CUSTOMER,RPM-3000,4
STOCKING CUSTOMER,RSAM,2
STOCKING CUSTOMER,SDA,4
STOCKING CUSTOMER,SmartClass E1,38
STOCKING CUSTOMER,SMARTClass Fiber,13
STOCKING CUSTOMER,SmartClass Triple Play,3
STOCKING CUSTOMER,StrataSync,19
STOCKING CUSTOMER,TB-6000A Transport Module,42
STOCKING CUSTOMER,T-BERD 8000,10
STOCKING CUSTOMER,T-Berd/MTS-5800,57
STOCKING CUSTOMER,Test Devices,57
STOCKING CUSTOMER,Ultra FED,4
SUDDEN LINK COMMUNICATIONS,DSAM,5
SUDDEN LINK COMMUNICATIONS,HCU1500,3
SUDDEN LINK COMMUNICATIONS,Repair,10
SUDDEN LINK COMMUNICATIONS,SDA,3
SUDDEN LINK COMMUNICATIONS,SDA-5000,1
SUPPLY SOLUTIONS,Digital Inspection & Test,3
SUPPLY SOLUTIONS,DSAM,5
SUPPLY SOLUTIONS,HCU1500,3
SUPPLY SOLUTIONS,ONX-580,2
SUPPLY SOLUTIONS,Test Devices,2
SUPPLY SOLUTIONS,VSE-1100,4
SYNCHRONOUS COMMUNICATION,FST-2000,2
SYNNEX,NI - Maintenance,3
SYRINGA WIRELESS,Accessories,6
SYRINGA WIRELESS,Test Devices,8
SYSTEM SERVICES BROADBAND,DSAM,8
SYSTEM SERVICES BROADBAND,HCU1500,4
SYSTEM SERVICES BROADBAND,SDA-5000,4
SYSTEM SERVICES BROADBAND,StrataSync,4
SYSTEMS TECHNOLOGIES,Common Product,1
SYSTEMS TECHNOLOGIES,Support Plans,3
SYSTEMS TECHNOLOGIES,TB-6000A Transport Module,2
TALLEY,Digital Inspection & Test,11
TALLEY,Probe Tips,3
TALLEY,Support Plans,6
TALLEY,Test Devices,11
TANADGUSIX,Repair,2
TAPIAN COMMUNICACIONES,DSAM,7
TATA GROUP,Accessories,4
TATA GROUP,CA product,52
TATA GROUP,Converged Assurance Support,1
TATA GROUP,HST-3000C,6
TATA GROUP,HST-3000C-CE,17
TATA GROUP,ONX-580,6
TATA GROUP,StrataSync,6
TATA GROUP,Support Plans,29
TATA GROUP,TB-6000A Transport Module,9
TATA GROUP,T-Berd/MTS-5800,69
TE CONNECTIVITY,Accessories,6
TE CONNECTIVITY,Analog Inspection & Test,18
TE CONNECTIVITY,Benchtop Inspection,69
TE CONNECTIVITY,CleanBlast,4
TE CONNECTIVITY,Digital Inspection & Test,8
TE CONNECTIVITY,Probe Tips,5
TE CONNECTIVITY,Repair,1
TE CONNECTIVITY,TB-6000A Transport Module,6
TE CONNECTIVITY,Test Devices,11
TEAM FISHEL,DSAM,6
TEAM FISHEL,HCU1500,2
TEAM FISHEL,StrataSync,2
TECHNOLOGY SOLUTIONS,DSAM,5
TECNOUS,OSA,3
TEISA,HST-3000 SIMs,8
TEISA,HST-3000C,40
TEISA,HST-3000C-CE,7
TEK SIGNALS,SmartClass E1,8
TEKTRONIX,Calibrations,4
TEKTRONIX,Dispersion modules,1
TEKTRONIX,HST-3000C-CE,2
TEKTRONIX,Repair,3
TEKTRONIX,Test Devices,4
TEL TECH PLUS,Ultra FED,2
TELAMON,Accessories,1
TELAMON,ACE,4
TELAMON,BrightJack,7
TELAMON,Calibrations,6
TELAMON,Digital Inspection & Test,1
TELAMON,Test Devices,1
TELE CABLE SERVICES,SDA-5000,9
TELECOM,Digital Inspection & Test,2
TELECOM,TB-6000A Transport Module,7
TELECOM,T-BERD 8000,1
TELECOM,T-Berd/MTS-5800,5
TELECOM SVCS OF TRINIDAD & TOBAGO (TSTT),HST-3000 SIMs,3
TELECOM SVCS OF TRINIDAD & TOBAGO (TSTT),HST-3000C,3
TELECOM SVCS OF TRINIDAD & TOBAGO (TSTT),Support Plans,7
TELECOM TECHNOLOGY,RANAdvisor Product,2
TELECOM TECHNOLOGY,RANAdvisor Services & Support,1
TELEFONICA,Digital Inspection & Test,4
TELEFONICA,RCATS Product,1
TELEFONICA,SmartID,7
TELEKOM MALAYSIA,ONX-580,1
TELEKOM MALAYSIA,T-Berd/MTS-5800,4
TELEKOM MALAYSIA,Test Devices,6
TELEVISION INTERNACIONAL,Accessories,8
TELEVISION INTERNACIONAL,Probe Tips,10
TELEVISION INTERNACIONAL,SMARTClass Fiber,4
TELEVISION INTERNACIONAL,Test Devices,2
TELKOM,HST-3000C,12
TELKOM,HST-3000C-CE,12
TELKOM,T-Berd/MTS-5800,7
TELMEX,Location Intelligence Services,1
TELMEX,SmartClass E1,16
TELMEX,Test Devices,3
TELUS COMMUNICATIONS,FST-2802 G,5
TELUS COMMUNICATIONS,TrueSpeed,9
TENAGA NASIONAL,HST-3000C-CE,7
TENAGA NASIONAL,Probe Tips,12
TENAGA NASIONAL,Test Devices,18
TENNESSEE VALLEY AUTHORITY,HST-3000 SIMs,1
TERRABIT NETWORKS,T-Berd/MTS-5800,3
TESCOM,HST-3000C-CE,2
TESCOM,Repair,3
TESSCO TECHNOLOGIES,Accessories,216
TESSCO TECHNOLOGIES,CellAdvisor,6
TESSCO TECHNOLOGIES,Digital Inspection & Test,37
TESSCO TECHNOLOGIES,FIT Generic,43
TESSCO TECHNOLOGIES,HST-3000 SIMs,2
TESSCO TECHNOLOGIES,HST-3000C,18
TESSCO TECHNOLOGIES,HST-3000C-CE,8
TESSCO TECHNOLOGIES,ONX-580,4
TESSCO TECHNOLOGIES,Probe Tips,192
TESSCO TECHNOLOGIES,RANAdvisor Product,7
TESSCO TECHNOLOGIES,SmartPocket Handhelds,78
TESSCO TECHNOLOGIES,StrataSync,3
TESSCO TECHNOLOGIES,Support Plans,2
TESSCO TECHNOLOGIES,TB-6000A Transport Module,11
TESSCO TECHNOLOGIES,T-BERD 8000,4
TESSCO TECHNOLOGIES,T-Berd/MTS-5800,61
TESSCO TECHNOLOGIES,Test Devices,60
TEST EQUITY,Digital Inspection & Test,4
TEST EQUITY,Probe Tips,4
TEST EQUITY,Support Plans,15
TEXAS INSTRUMENTS,NI - Maintenance,1
TEXAS INSTRUMENTS,nTAPs,1
THALES,Accessories,6
THALES,Probe Tips,48
THE CABLING TEAM,Ethernet Network Management Tools,1
THE CABLING TEAM,Repair,3
THOMASVILLE UTILITIES,T-BERD 8000,1
THORLABS,Repair,2
TIM CELULAR,HST-3000 SIMs,4
TIM CELULAR,HST-3000C,16
TIM CELULAR,SmartClass Triple Play,1
TIM CELULAR,Ultra FED,4
TIMBERLINE CONSTRUCTION,OTDR - FiberComplete modules,4
TIME WARNER CABLE,Calibrations,25
TIME WARNER CABLE,Digital Inspection & Test,5
TIME WARNER CABLE,DSAM,496
TIME WARNER CABLE,DSAM 2300/3300,5
TIME WARNER CABLE,DSAM Upgrades,13
TIME WARNER CABLE,HCU1500,292
TIME WARNER CABLE,HST-3000C,9
TIME WARNER CABLE,Legacy Wireline Services,2
TIME WARNER CABLE,ONX-580,19
TIME WARNER CABLE,Passive Plug-ins,7
TIME WARNER CABLE,PathTrak,470
TIME WARNER CABLE,QT-600-2,1
TIME WARNER CABLE,Repair,183
TIME WARNER CABLE,Replacement Parts,6
TIME WARNER CABLE,RPM2000,75
TIME WARNER CABLE,RPM-3000,49
TIME WARNER CABLE,SDA-5000,13
TIME WARNER CABLE,SmartID,22
TIME WARNER CABLE,StrataSync,135
TIME WARNER CABLE,TB-6000A Transport Module,14
TIME WARNER CABLE,T-BERD 8000,5
TIME WARNER CABLE,T-Berd/MTS-5800,54
TIME WARNER CABLE,Test Devices,9
TIME WARNER CABLE,VSE-1100,25
TIME WARNER CABLE,WR 2.5G Trans/Regen,5
TOWERSITE SERVICES,OTDR - FiberComplete modules,4
TRA SOLUTIONS,DSAM,11
TRA SOLUTIONS,SDA,2
TRACE SYSTEMS,HST-3000 SIMs,4
TRACE SYSTEMS,OTDR - FiberComplete modules,1
TRACE SYSTEMS,TB/MTS 8000 Platform,1
TRACE SYSTEMS,TB/MTS-6000 Platform,1
TRIANGLE COMMUNICATIONS,HST-3000 SIMs,6
TRIANGLE COMMUNICATIONS,HST-3000C,35
TRIANGLE COMMUNICATIONS,HST-3000C-CE,3
TRIANGLE COMMUNICATIONS,Probe Tips,2
TRIANGLE COMMUNICATIONS,Ultra FED,6
TRUENET,Accessories,1
TRUVISTA COMMUNICATIONS,Repair,3
TRUVISTA COMMUNICATIONS,RPM-3000,1
TULSAT,DSAM,2
TULSAT,SDA-5000,4
TXI,Digital Inspection & Test,1
U MOBILE,CellAdvisor,6
UNITED STATES MARINE CORPS,Accessories,36
UNITED STATES MARINE CORPS,Analog Inspection & Test,4
UNITED STATES MARINE CORPS,Digital Inspection & Test,4
UNITED STATES MARINE CORPS,FIT Generic,8
UNITED STATES MARINE CORPS,FST-2310-OC3,4
UNITED STATES MARINE CORPS,HST-3000 SIMs,1
UNITED STATES MARINE CORPS,Probe Tips,28
UNITED STATES MARINE CORPS,SMART Handhelds,4
UNITED STATES MARINE CORPS,SmartPocket Handhelds,4
UNITED STATES MARINE CORPS,Support Plans,21
UNITED STATES MARINE CORPS,TB/MTS 8000 Platform,4
UNITED STATES MARINE CORPS,TB/MTS-2000 Platform,4
UNITED STATES MARINE CORPS,TB-6000A Transport Module,8
UNITED STATES MARINE CORPS,T-Berd/MTS-5800,4
UNITED STATES MARINE CORPS,Test Devices,12
UNWIRED BROADBAND,Support Plans,3
UNWIRED BROADBAND,T-Berd/MTS-5800,12
US CELLULAR,RANAdvisor Product,59
US CELLULAR,RANAdvisor Services & Support,27
USA COMMUNICATIONS,MS-1400,1
UTILITY SALES,Digital Inspection & Test,2
UTILITY SALES,TB-6000A Transport Module,6
UTILITY SALES,T-BERD 8000,2
UTILITY SALES,T-Berd/MTS-5800,10
VALUE TESTERS,Accessories,1
VALUE TESTERS,Certifier,3
VALUE TESTERS,Digital Inspection & Test,20
VALUE TESTERS,Test Devices,1
VEGA ENTERPRISE,DSAM,2
VEGA ENTERPRISE,SDA-5000,2
VELOCITY TELECOM,DSAM,2
VELOCITY TELECOM,HCU1500,2
VELOCITY TELECOM,StrataSync,2
VERIZON,Accessories,1
VERIZON,Calibrations,2
VERIZON,Digital Inspection & Test,6
VERIZON,DSAM,2
VERIZON,DTS,14
VERIZON,FST-2310-DS3,1
VERIZON,HCU1500,2
VERIZON,HST-3000C,9
VERIZON,Legacy Wireline Services,1
VERIZON,NC Ethernet TT,13
VERIZON,OTDR - FiberComplete modules,4
VERIZON,Probe Tips,48
VERIZON,PT Hardware,1
VERIZON,QT-600-10,24
VERIZON,StrataSync,2
VERIZON,TB-6000A Transport Module,10
VERIZON,T-Berd/MTS-5800,24
VERIZON,Test Devices,1
VERIZON,VSA,5
VERIZON WIRELESS,Accessories,77
VERIZON WIRELESS,CellAdvisor,27
VERIZON WIRELESS,CT-650,3
VERIZON WIRELESS,Digital Inspection & Test,9
VERIZON WIRELESS,EA Support,15
VERIZON WIRELESS,Education,10
VERIZON WIRELESS,HST-3000 SIMs,1
VERIZON WIRELESS,HST-3000C-CE,6
VERIZON WIRELESS,ONX-580,36
VERIZON WIRELESS,OTDR - FiberComplete modules,11
VERIZON WIRELESS,Other - Solutions Classic,5
VERIZON WIRELESS,Probe Tips,213
VERIZON WIRELESS,QT-600-10,45
VERIZON WIRELESS,QT-600-2,126
VERIZON WIRELESS,RANAdvisor Product,17
VERIZON WIRELESS,Repair,3
VERIZON WIRELESS,StrataSync,44
VERIZON WIRELESS,TB/MTS 8000 Platform,2
VERIZON WIRELESS,TB-6000A Transport Module,242
VERIZON WIRELESS,T-BERD 8000,34
VERIZON WIRELESS,T-Berd/MTS-5800,403
VERIZON WIRELESS,Test Devices,146
VIDEOTRON,Location Intelligence Product,1
VIETTEL,Probe Tips,3
VIETTEL,T-Berd/MTS-5800,19
VNPT,HST-3000C,3
VNPT,HST-3000C-CE,3
VNPT,T-Berd/MTS-5800,3
VODAFONE,T-Berd/MTS-5800,3
VYVE BROADBAND,Repair,2
WALKER & ASSOCIATES,Probe Tips,5
WALKER & ASSOCIATES,T-Berd/MTS-5800,4
WALSH ENGINEERING SERVICES,Test Devices,1
WANANCHI GROUP,PathTrak,4
WANANCHI GROUP,RPM-3000,4
WAVE BROADBAND,DSAM,6
WAVE BROADBAND,HCU1500,2
WAVE BROADBAND,StrataSync,2
WEHCO VIDEO,DSAM,2
WEHCO VIDEO,Repair,3
WESCO INTERNATIONAL,Calibrations,2
WESCO INTERNATIONAL,Certifier,4
WESCO INTERNATIONAL,Digital Inspection & Test,8
WESCO INTERNATIONAL,DSAM,3
WESCO INTERNATIONAL,HCU1500,3
WESCO INTERNATIONAL,OTDR - FiberComplete modules,6
WESCO INTERNATIONAL,Repair,7
WESCO INTERNATIONAL,SMART Handhelds,6
WESCO INTERNATIONAL,TB/MTS-2000 Platform,3
WESCO INTERNATIONAL,Test Devices,3
WESTELL,Other - Solutions Classic,1
WESTERN DIGITAL,Repair,12
WESTERN DIGITAL,XGIG - Other,5
WESTOWER COMMUNICATIONS,Digital Inspection & Test,3
WHARF T&T,T-Berd/MTS-5800,3
WHIDBEY TELECOM,Ultra FED,4
WIDEOPENWEST,DSAM,5
WIDEOPENWEST,Legacy Wireline Services,1
WIDEOPENWEST,SDA,2
WIDEOPENWEST,SDA-5000,12
WILCON,Digital Inspection & Test,3
WILLIAMS COMMUNICATIONS,ACE,10
WIND TELECOM,DSAM,2
WIND TELECOM,HCU1500,2
WIND TELECOM,StrataSync,2
WINDSTREAM,Accessories,20
WINDSTREAM,Digital Inspection & Test,35
WINDSTREAM,EA Support,2
WINDSTREAM,HST-3000 SIMs,92
WINDSTREAM,HST-3000C,496
WINDSTREAM,HST-3000C-CE,108
WINDSTREAM,ONX-580,50
WINDSTREAM,OTDR - FiberComplete modules,1
WINDSTREAM,Probe Tips,32
WINDSTREAM,QT-600-10,7
WINDSTREAM,QT-600-2,2
WINDSTREAM,SMARTClass Fiber,1
WINDSTREAM,TB-6000A Transport Module,137
WINDSTREAM,T-BERD 8000,81
WINDSTREAM,T-Berd/MTS-5800,456
WINDSTREAM,Test Devices,46
WINDSTREAM,Ultra FED,15
WIRELESS NETWORK GROUP,OTDR - FiberComplete modules,4
WOODWARD MCCOACH,Digital Inspection & Test,1
WORKS SERVICE,Ethernet Network Management Tools,1
WORLD WIDE TECHNOLOGY,NI - Maintenance,2
WORLD WIDE TECHNOLOGY,nTAPs,2
WWG COMMUNICATIONS TEST SOLUTIONS,MTS-5100e,6
WWG COMMUNICATIONS TEST SOLUTIONS,Repair,3
XCELL,SmartPocket Handhelds,4
XCELL,Test Devices,4
XENAB,T-Berd/MTS-5800,12
XO COMMUNICATIONS,Calibrations,3
XO COMMUNICATIONS,HST-3000C-CE,5
XO COMMUNICATIONS,T-Berd/MTS-5800,4
ZAYO GROUP,T-BERD 8000,1
ZAYO GROUP,Test Devices,4
ZERO CONNECT,Digital Inspection & Test,2
ZERO CONNECT,Probe Tips,6
ZITO MEDIA,DSAM,9
ZITO MEDIA,Repair,2
ZTE,HST-3000 SIMs,3
ZTE,HST-3000C,6
ZTE,SmartClass E1,8
ZTE,Test Devices,3
